order_id,customer_id,product_id,order_date,quantity,discount,payment_method,status,product_name,category,sub_category,price,gross_sales,discount_amount,net_sales
3137,928,38,2024-08-19,3,20.0,Cash,Delivered,Headphones 8,Electronics,Accessories,3500.0,10500.0,2100.0,8400.0
3138,209,42,2025-01-17,3,5.0,Cash,Delivered,Camera 2,Electronics,Cameras,50000.0,150000.0,7500.0,142500.0
3139,2,99,2025-11-11,2,20.0,Card,Delivered,Smart Watch 9,Fashion,Watches,6500.0,13000.0,2600.0,10400.0
3140,462,196,2024-07-20,2,5.0,Wallet,Delivered,Air Fryer 6,Home Appliances,Kitchen,6500.0,13000.0,650.0,12350.0
3141,509,125,2024-06-24,4,10.0,UPI,Delivered,Bookshelf 5,Furniture,Storage,9500.0,38000.0,3800.0,34200.0
3142,40,107,2024-03-03,3,10.0,Wallet,Delivered,Office Chair 7,Furniture,Chairs,8500.0,25500.0,2550.0,22950.0
3143,687,121,2024-10-29,5,20.0,Wallet,Delivered,Bookshelf 1,Furniture,Storage,9500.0,47500.0,9500.0,38000.0
3144,201,183,2024-12-29,2,10.0,UPI,Delivered,Air Cooler 3,Home Appliances,Cooling,11000.0,22000.0,2200.0,19800.0
3145,633,26,2024-12-04,3,15.0,UPI,Delivered,Smart TV 6,Electronics,Television,45000.0,135000.0,20250.0,114750.0
3146,126,80,2025-01-27,1,15.0,UPI,Delivered,Jeans 10,Fashion,Clothing,2500.0,2500.0,375.0,2125.0
3147,807,20,2025-07-15,1,5.0,Cash,Delivered,Mobile 10,Electronics,Mobiles,25000.0,25000.0,1250.0,23750.0
3148,910,71,2025-10-26,3,15.0,Card,Delivered,Jeans 1,Fashion,Clothing,2500.0,7500.0,1125.0,6375.0
3149,985,128,2024-04-30,4,5.0,Card,Delivered,Bookshelf 8,Furniture,Storage,9500.0,38000.0,1900.0,36100.0
3150,615,75,2024-09-04,3,0.0,UPI,Delivered,Jeans 5,Fashion,Clothing,2500.0,7500.0,0.0,7500.0
3151,849,16,2025-01-03,3,0.0,Net Banking,Delivered,Mobile 6,Electronics,Mobiles,25000.0,75000.0,0.0,75000.0
3152,766,135,2025-05-10,4,10.0,UPI,Cancelled,Sofa 5,Furniture,Sofas,28000.0,112000.0,11200.0,100800.0
3153,646,116,2024-06-09,3,5.0,Card,Delivered,Study Table 6,Furniture,Tables,12000.0,36000.0,1800.0,34200.0
3154,915,28,2025-11-16,1,5.0,Net Banking,Delivered,Smart TV 8,Electronics,Television,45000.0,45000.0,2250.0,42750.0
3155,367,173,2025-06-12,1,5.0,Net Banking,Delivered,Vacuum Cleaner 3,Home Appliances,Cleaning,9000.0,9000.0,450.0,8550.0
3156,388,78,2025-10-14,4,0.0,Net Banking,Delivered,Jeans 8,Fashion,Clothing,2500.0,10000.0,0.0,10000.0
3157,138,27,2025-09-30,3,20.0,Card,Delivered,Smart TV 7,Electronics,Television,45000.0,135000.0,27000.0,108000.0
3158,500,146,2024-06-21,1,15.0,Net Banking,Delivered,Bed Frame 6,Furniture,Beds,22000.0,22000.0,3300.0,18700.0
3159,762,57,2025-01-24,3,15.0,Cash,Delivered,Running Shoes 7,Fashion,Footwear,4500.0,13500.0,2025.0,11475.0
3160,204,28,2024-03-11,5,20.0,Net Banking,Delivered,Smart TV 8,Electronics,Television,45000.0,225000.0,45000.0,180000.0
3161,443,143,2025-09-16,3,0.0,Card,Delivered,Bed Frame 3,Furniture,Beds,22000.0,66000.0,0.0,66000.0
3162,868,67,2024-02-06,4,5.0,Card,Delivered,Casual Shirt 7,Fashion,Clothing,1800.0,7200.0,360.0,6840.0
3163,613,128,2024-03-10,3,20.0,UPI,Delivered,Bookshelf 8,Furniture,Storage,9500.0,28500.0,5700.0,22800.0
3164,885,45,2025-01-28,5,20.0,Card,Delivered,Camera 5,Electronics,Cameras,50000.0,250000.0,50000.0,200000.0
3165,504,34,2024-08-17,3,20.0,Card,Delivered,Headphones 4,Electronics,Accessories,3500.0,10500.0,2100.0,8400.0
3166,354,145,2025-10-23,1,10.0,Cash,Delivered,Bed Frame 5,Furniture,Beds,22000.0,22000.0,2200.0,19800.0
3167,551,51,2025-08-25,4,15.0,Cash,Delivered,Running Shoes 1,Fashion,Footwear,4500.0,18000.0,2700.0,15300.0
3168,836,161,2025-10-02,1,15.0,Cash,Delivered,Mixer Grinder 1,Home Appliances,Kitchen,4200.0,4200.0,630.0,3570.0
3169,521,95,2024-07-03,5,15.0,Card,Delivered,Smart Watch 5,Fashion,Watches,6500.0,32500.0,4875.0,27625.0
3170,460,120,2024-01-18,2,5.0,Wallet,Delivered,Study Table 10,Furniture,Tables,12000.0,24000.0,1200.0,22800.0
3171,356,61,2024-04-16,4,15.0,Card,Delivered,Casual Shirt 1,Fashion,Clothing,1800.0,7200.0,1080.0,6120.0
3172,259,78,2025-12-26,3,10.0,UPI,Delivered,Jeans 8,Fashion,Clothing,2500.0,7500.0,750.0,6750.0
3173,894,200,2025-08-02,1,5.0,Card,Delivered,Air Fryer 10,Home Appliances,Kitchen,6500.0,6500.0,325.0,6175.0
3174,227,24,2025-08-25,4,5.0,Net Banking,Delivered,Smart TV 4,Electronics,Television,45000.0,180000.0,9000.0,171000.0
3175,857,16,2024-07-04,5,20.0,Card,Delivered,Mobile 6,Electronics,Mobiles,25000.0,125000.0,25000.0,100000.0
3176,155,2,2024-05-09,5,10.0,UPI,Delivered,Laptop 2,Electronics,Computers,65000.0,325000.0,32500.0,292500.0
3177,561,26,2024-04-13,2,15.0,Cash,Delivered,Smart TV 6,Electronics,Television,45000.0,90000.0,13500.0,76500.0
3178,525,102,2024-01-20,2,5.0,Wallet,Delivered,Office Chair 2,Furniture,Chairs,8500.0,17000.0,850.0,16150.0
3179,202,102,2025-07-10,4,0.0,UPI,Delivered,Office Chair 2,Furniture,Chairs,8500.0,34000.0,0.0,34000.0
3180,473,77,2025-09-02,4,10.0,Cash,Delivered,Jeans 7,Fashion,Clothing,2500.0,10000.0,1000.0,9000.0
3181,767,59,2024-07-13,5,5.0,Wallet,Delivered,Running Shoes 9,Fashion,Footwear,4500.0,22500.0,1125.0,21375.0
3182,982,5,2025-09-27,5,20.0,Card,Delivered,Laptop 5,Electronics,Computers,65000.0,325000.0,65000.0,260000.0
3183,120,16,2025-10-18,4,10.0,Net Banking,Delivered,Mobile 6,Electronics,Mobiles,25000.0,100000.0,10000.0,90000.0
3184,206,71,2025-03-04,4,20.0,Card,Delivered,Jeans 1,Fashion,Clothing,2500.0,10000.0,2000.0,8000.0
3185,475,162,2025-04-27,1,10.0,Net Banking,Delivered,Mixer Grinder 2,Home Appliances,Kitchen,4200.0,4200.0,420.0,3780.0
3186,658,20,2025-10-07,3,15.0,UPI,Delivered,Mobile 10,Electronics,Mobiles,25000.0,75000.0,11250.0,63750.0
3187,579,173,2025-04-08,2,5.0,Wallet,Delivered,Vacuum Cleaner 3,Home Appliances,Cleaning,9000.0,18000.0,900.0,17100.0
3188,477,163,2025-07-10,5,10.0,Cash,Delivered,Mixer Grinder 3,Home Appliances,Kitchen,4200.0,21000.0,2100.0,18900.0
3189,885,176,2024-04-20,5,20.0,Wallet,Delivered,Vacuum Cleaner 6,Home Appliances,Cleaning,9000.0,45000.0,9000.0,36000.0
3190,762,143,2025-06-05,1,10.0,Card,Delivered,Bed Frame 3,Furniture,Beds,22000.0,22000.0,2200.0,19800.0
3191,1000,66,2024-06-03,1,5.0,Net Banking,Delivered,Casual Shirt 6,Fashion,Clothing,1800.0,1800.0,90.0,1710.0
3192,513,150,2024-07-02,5,20.0,Net Banking,Delivered,Bed Frame 10,Furniture,Beds,22000.0,110000.0,22000.0,88000.0
3193,883,186,2025-01-04,5,15.0,Card,Delivered,Air Cooler 6,Home Appliances,Cooling,11000.0,55000.0,8250.0,46750.0
3194,599,114,2025-06-01,5,5.0,Cash,Delivered,Study Table 4,Furniture,Tables,12000.0,60000.0,3000.0,57000.0
3195,763,9,2025-03-31,3,15.0,UPI,Cancelled,Laptop 9,Electronics,Computers,65000.0,195000.0,29250.0,165750.0
3196,498,35,2024-02-01,1,0.0,UPI,Delivered,Headphones 5,Electronics,Accessories,3500.0,3500.0,0.0,3500.0
3197,272,108,2025-08-13,4,10.0,Card,Delivered,Office Chair 8,Furniture,Chairs,8500.0,34000.0,3400.0,30600.0
3198,924,187,2024-08-10,3,15.0,Wallet,Delivered,Air Cooler 7,Home Appliances,Cooling,11000.0,33000.0,4950.0,28050.0
3199,976,48,2024-10-01,4,0.0,Cash,Delivered,Camera 8,Electronics,Cameras,50000.0,200000.0,0.0,200000.0
3200,503,49,2025-04-07,2,15.0,Wallet,Delivered,Camera 9,Electronics,Cameras,50000.0,100000.0,15000.0,85000.0
3201,657,139,2025-01-07,1,5.0,Wallet,Delivered,Sofa 9,Furniture,Sofas,28000.0,28000.0,1400.0,26600.0
3202,871,76,2024-07-11,3,10.0,Wallet,Delivered,Jeans 6,Fashion,Clothing,2500.0,7500.0,750.0,6750.0
3203,759,136,2024-06-20,5,0.0,Card,Delivered,Sofa 6,Furniture,Sofas,28000.0,140000.0,0.0,140000.0
3204,475,18,2024-04-04,4,0.0,Cash,Delivered,Mobile 8,Electronics,Mobiles,25000.0,100000.0,0.0,100000.0
3205,297,193,2024-05-16,3,20.0,Net Banking,Delivered,Air Fryer 3,Home Appliances,Kitchen,6500.0,19500.0,3900.0,15600.0
3206,15,97,2024-12-04,5,0.0,Card,Cancelled,Smart Watch 7,Fashion,Watches,6500.0,32500.0,0.0,32500.0
3207,380,187,2024-06-23,1,5.0,Card,Delivered,Air Cooler 7,Home Appliances,Cooling,11000.0,11000.0,550.0,10450.0
3208,584,124,2025-03-22,4,15.0,Net Banking,Delivered,Bookshelf 4,Furniture,Storage,9500.0,38000.0,5700.0,32300.0
3209,136,29,2025-05-16,1,15.0,Wallet,Delivered,Smart TV 9,Electronics,Television,45000.0,45000.0,6750.0,38250.0
3210,780,44,2024-10-16,1,15.0,UPI,Delivered,Camera 4,Electronics,Cameras,50000.0,50000.0,7500.0,42500.0
3211,886,1,2025-03-13,4,10.0,Cash,Delivered,Laptop 1,Electronics,Computers,65000.0,260000.0,26000.0,234000.0
3212,380,170,2025-12-11,3,15.0,UPI,Delivered,Mixer Grinder 10,Home Appliances,Kitchen,4200.0,12600.0,1890.0,10710.0
3213,277,200,2024-11-20,5,5.0,Cash,Delivered,Air Fryer 10,Home Appliances,Kitchen,6500.0,32500.0,1625.0,30875.0
3214,265,108,2025-08-06,1,15.0,Card,Delivered,Office Chair 8,Furniture,Chairs,8500.0,8500.0,1275.0,7225.0
3215,797,138,2025-11-02,4,20.0,Cash,Delivered,Sofa 8,Furniture,Sofas,28000.0,112000.0,22400.0,89600.0
3216,465,126,2024-12-28,3,15.0,Net Banking,Delivered,Bookshelf 6,Furniture,Storage,9500.0,28500.0,4275.0,24225.0
3217,110,111,2024-09-26,3,15.0,Net Banking,Delivered,Study Table 1,Furniture,Tables,12000.0,36000.0,5400.0,30600.0
3218,322,50,2024-09-29,2,0.0,UPI,Delivered,Camera 10,Electronics,Cameras,50000.0,100000.0,0.0,100000.0
3219,663,144,2025-10-24,3,10.0,Wallet,Delivered,Bed Frame 4,Furniture,Beds,22000.0,66000.0,6600.0,59400.0
3220,643,13,2025-12-18,1,15.0,Wallet,Delivered,Mobile 3,Electronics,Mobiles,25000.0,25000.0,3750.0,21250.0
3221,453,36,2024-01-19,5,20.0,Cash,Delivered,Headphones 6,Electronics,Accessories,3500.0,17500.0,3500.0,14000.0
3222,900,180,2025-05-18,3,5.0,Cash,Delivered,Vacuum Cleaner 10,Home Appliances,Cleaning,9000.0,27000.0,1350.0,25650.0
3223,428,142,2024-01-25,5,15.0,Cash,Delivered,Bed Frame 2,Furniture,Beds,22000.0,110000.0,16500.0,93500.0
3224,213,5,2025-12-27,2,0.0,UPI,Delivered,Laptop 5,Electronics,Computers,65000.0,130000.0,0.0,130000.0
3225,179,56,2024-03-21,4,20.0,Cash,Delivered,Running Shoes 6,Fashion,Footwear,4500.0,18000.0,3600.0,14400.0
3226,928,33,2025-02-19,3,0.0,Net Banking,Delivered,Headphones 3,Electronics,Accessories,3500.0,10500.0,0.0,10500.0
3227,164,84,2024-11-22,4,5.0,Wallet,Delivered,Backpack 4,Fashion,Bags,2200.0,8800.0,440.0,8360.0
3228,168,33,2024-02-29,2,15.0,Net Banking,Delivered,Headphones 3,Electronics,Accessories,3500.0,7000.0,1050.0,5950.0
3229,368,70,2025-09-22,1,15.0,Net Banking,Delivered,Casual Shirt 10,Fashion,Clothing,1800.0,1800.0,270.0,1530.0
3230,49,40,2025-10-30,3,0.0,Card,Delivered,Headphones 10,Electronics,Accessories,3500.0,10500.0,0.0,10500.0
3231,923,184,2024-12-10,4,20.0,Wallet,Delivered,Air Cooler 4,Home Appliances,Cooling,11000.0,44000.0,8800.0,35200.0
3232,643,140,2024-06-11,4,20.0,Cash,Delivered,Sofa 10,Furniture,Sofas,28000.0,112000.0,22400.0,89600.0
3233,453,103,2025-09-20,5,0.0,Cash,Delivered,Office Chair 3,Furniture,Chairs,8500.0,42500.0,0.0,42500.0
3234,391,174,2025-10-30,5,15.0,Card,Delivered,Vacuum Cleaner 4,Home Appliances,Cleaning,9000.0,45000.0,6750.0,38250.0
3235,375,20,2024-01-01,1,15.0,UPI,Delivered,Mobile 10,Electronics,Mobiles,25000.0,25000.0,3750.0,21250.0
3236,192,150,2025-07-18,2,0.0,Net Banking,Delivered,Bed Frame 10,Furniture,Beds,22000.0,44000.0,0.0,44000.0
3237,392,67,2024-05-15,2,0.0,Card,Delivered,Casual Shirt 7,Fashion,Clothing,1800.0,3600.0,0.0,3600.0
3238,184,157,2025-06-07,2,10.0,Wallet,Delivered,Coffee Maker 7,Home Appliances,Kitchen,5500.0,11000.0,1100.0,9900.0
3239,441,74,2024-02-20,2,20.0,Card,Delivered,Jeans 4,Fashion,Clothing,2500.0,5000.0,1000.0,4000.0
3240,955,136,2025-07-06,3,10.0,Net Banking,Delivered,Sofa 6,Furniture,Sofas,28000.0,84000.0,8400.0,75600.0
3241,882,188,2024-09-28,4,0.0,Wallet,Delivered,Air Cooler 8,Home Appliances,Cooling,11000.0,44000.0,0.0,44000.0
3242,907,170,2024-12-14,3,5.0,Card,Cancelled,Mixer Grinder 10,Home Appliances,Kitchen,4200.0,12600.0,630.0,11970.0
3243,970,113,2025-08-29,5,5.0,UPI,Delivered,Study Table 3,Furniture,Tables,12000.0,60000.0,3000.0,57000.0
3244,599,127,2025-02-11,5,10.0,Net Banking,Delivered,Bookshelf 7,Furniture,Storage,9500.0,47500.0,4750.0,42750.0
3245,626,63,2024-02-29,1,0.0,UPI,Delivered,Casual Shirt 3,Fashion,Clothing,1800.0,1800.0,0.0,1800.0
3246,999,101,2025-11-24,4,20.0,Cash,Delivered,Office Chair 1,Furniture,Chairs,8500.0,34000.0,6800.0,27200.0
3247,190,182,2024-05-08,4,15.0,Cash,Delivered,Air Cooler 2,Home Appliances,Cooling,11000.0,44000.0,6600.0,37400.0
3248,218,119,2025-05-13,4,0.0,Cash,Delivered,Study Table 9,Furniture,Tables,12000.0,48000.0,0.0,48000.0
3249,45,119,2024-01-23,4,0.0,Wallet,Delivered,Study Table 9,Furniture,Tables,12000.0,48000.0,0.0,48000.0
3250,564,119,2025-02-14,4,0.0,UPI,Delivered,Study Table 9,Furniture,Tables,12000.0,48000.0,0.0,48000.0
3251,120,18,2024-01-07,5,15.0,Net Banking,Delivered,Mobile 8,Electronics,Mobiles,25000.0,125000.0,18750.0,106250.0
3252,217,153,2024-08-12,4,10.0,Wallet,Delivered,Coffee Maker 3,Home Appliances,Kitchen,5500.0,22000.0,2200.0,19800.0
3253,870,46,2024-03-04,4,15.0,Net Banking,Delivered,Camera 6,Electronics,Cameras,50000.0,200000.0,30000.0,170000.0
3254,54,1,2025-09-18,1,15.0,Card,Delivered,Laptop 1,Electronics,Computers,65000.0,65000.0,9750.0,55250.0
3255,161,166,2024-07-19,4,5.0,Card,Delivered,Mixer Grinder 6,Home Appliances,Kitchen,4200.0,16800.0,840.0,15960.0
3256,963,71,2025-06-10,1,10.0,Net Banking,Delivered,Jeans 1,Fashion,Clothing,2500.0,2500.0,250.0,2250.0
3257,458,174,2025-09-06,2,0.0,Wallet,Delivered,Vacuum Cleaner 4,Home Appliances,Cleaning,9000.0,18000.0,0.0,18000.0
3258,71,6,2024-01-28,2,10.0,Wallet,Delivered,Laptop 6,Electronics,Computers,65000.0,130000.0,13000.0,117000.0
3259,755,166,2024-07-25,3,20.0,Cash,Delivered,Mixer Grinder 6,Home Appliances,Kitchen,4200.0,12600.0,2520.0,10080.0
3260,689,93,2025-02-17,3,0.0,Wallet,Delivered,Smart Watch 3,Fashion,Watches,6500.0,19500.0,0.0,19500.0
3261,364,55,2024-04-22,3,15.0,Card,Delivered,Running Shoes 5,Fashion,Footwear,4500.0,13500.0,2025.0,11475.0
3262,49,187,2025-11-24,1,0.0,Wallet,Delivered,Air Cooler 7,Home Appliances,Cooling,11000.0,11000.0,0.0,11000.0
3263,193,136,2025-03-07,2,10.0,Wallet,Delivered,Sofa 6,Furniture,Sofas,28000.0,56000.0,5600.0,50400.0
3264,281,167,2024-05-24,2,20.0,Net Banking,Delivered,Mixer Grinder 7,Home Appliances,Kitchen,4200.0,8400.0,1680.0,6720.0
3265,550,152,2025-02-04,4,20.0,Net Banking,Delivered,Coffee Maker 2,Home Appliances,Kitchen,5500.0,22000.0,4400.0,17600.0
3266,336,71,2024-03-31,1,20.0,UPI,Delivered,Jeans 1,Fashion,Clothing,2500.0,2500.0,500.0,2000.0
3267,76,63,2025-04-23,4,5.0,Net Banking,Delivered,Casual Shirt 3,Fashion,Clothing,1800.0,7200.0,360.0,6840.0
3268,869,189,2025-05-01,1,10.0,Net Banking,Delivered,Air Cooler 9,Home Appliances,Cooling,11000.0,11000.0,1100.0,9900.0
3269,957,8,2025-04-05,2,15.0,Net Banking,Delivered,Laptop 8,Electronics,Computers,65000.0,130000.0,19500.0,110500.0
3270,802,24,2024-04-17,2,5.0,Wallet,Delivered,Smart TV 4,Electronics,Television,45000.0,90000.0,4500.0,85500.0
3271,976,153,2025-03-07,1,5.0,Cash,Delivered,Coffee Maker 3,Home Appliances,Kitchen,5500.0,5500.0,275.0,5225.0
3272,581,81,2025-08-18,5,15.0,Net Banking,Delivered,Backpack 1,Fashion,Bags,2200.0,11000.0,1650.0,9350.0
3273,508,66,2024-12-06,2,20.0,Net Banking,Delivered,Casual Shirt 6,Fashion,Clothing,1800.0,3600.0,720.0,2880.0
3274,773,114,2024-04-12,2,5.0,UPI,Delivered,Study Table 4,Furniture,Tables,12000.0,24000.0,1200.0,22800.0
3275,194,41,2024-08-20,4,0.0,Net Banking,Delivered,Camera 1,Electronics,Cameras,50000.0,200000.0,0.0,200000.0
3276,541,44,2024-05-28,3,15.0,Net Banking,Cancelled,Camera 4,Electronics,Cameras,50000.0,150000.0,22500.0,127500.0
3277,494,36,2025-10-12,1,15.0,Cash,Delivered,Headphones 6,Electronics,Accessories,3500.0,3500.0,525.0,2975.0
3278,283,107,2024-09-16,1,5.0,UPI,Delivered,Office Chair 7,Furniture,Chairs,8500.0,8500.0,425.0,8075.0
3279,271,103,2025-06-17,2,5.0,Net Banking,Delivered,Office Chair 3,Furniture,Chairs,8500.0,17000.0,850.0,16150.0
3280,916,183,2024-04-16,2,10.0,UPI,Delivered,Air Cooler 3,Home Appliances,Cooling,11000.0,22000.0,2200.0,19800.0
3281,232,77,2025-07-17,3,0.0,Net Banking,Delivered,Jeans 7,Fashion,Clothing,2500.0,7500.0,0.0,7500.0
3282,697,136,2024-12-28,3,0.0,Cash,Cancelled,Sofa 6,Furniture,Sofas,28000.0,84000.0,0.0,84000.0
3283,334,74,2025-07-14,4,15.0,Net Banking,Delivered,Jeans 4,Fashion,Clothing,2500.0,10000.0,1500.0,8500.0
3284,578,92,2024-05-06,4,10.0,Card,Delivered,Smart Watch 2,Fashion,Watches,6500.0,26000.0,2600.0,23400.0
3285,406,7,2024-10-01,1,20.0,Card,Delivered,Laptop 7,Electronics,Computers,65000.0,65000.0,13000.0,52000.0
3286,479,16,2025-01-29,4,15.0,Net Banking,Delivered,Mobile 6,Electronics,Mobiles,25000.0,100000.0,15000.0,85000.0
3287,854,21,2025-09-28,4,15.0,Card,Delivered,Smart TV 1,Electronics,Television,45000.0,180000.0,27000.0,153000.0
3288,712,141,2025-09-11,4,20.0,Card,Delivered,Bed Frame 1,Furniture,Beds,22000.0,88000.0,17600.0,70400.0
3289,518,163,2025-08-09,4,15.0,Cash,Delivered,Mixer Grinder 3,Home Appliances,Kitchen,4200.0,16800.0,2520.0,14280.0
3290,305,5,2025-02-05,2,5.0,Net Banking,Delivered,Laptop 5,Electronics,Computers,65000.0,130000.0,6500.0,123500.0
3291,205,161,2025-09-15,2,0.0,Net Banking,Delivered,Mixer Grinder 1,Home Appliances,Kitchen,4200.0,8400.0,0.0,8400.0
3292,8,87,2024-12-05,2,10.0,Card,Delivered,Backpack 7,Fashion,Bags,2200.0,4400.0,440.0,3960.0
3293,343,12,2024-01-13,5,20.0,Cash,Delivered,Mobile 2,Electronics,Mobiles,25000.0,125000.0,25000.0,100000.0
3294,668,133,2025-12-26,3,5.0,Card,Delivered,Sofa 3,Furniture,Sofas,28000.0,84000.0,4200.0,79800.0
3295,797,37,2025-06-05,5,5.0,Card,Delivered,Headphones 7,Electronics,Accessories,3500.0,17500.0,875.0,16625.0
3296,448,88,2024-11-25,2,5.0,UPI,Delivered,Backpack 8,Fashion,Bags,2200.0,4400.0,220.0,4180.0
3297,918,200,2025-07-08,2,5.0,Cash,Delivered,Air Fryer 10,Home Appliances,Kitchen,6500.0,13000.0,650.0,12350.0
3298,899,146,2024-03-16,4,15.0,Wallet,Delivered,Bed Frame 6,Furniture,Beds,22000.0,88000.0,13200.0,74800.0
3299,156,51,2025-01-20,5,10.0,Wallet,Delivered,Running Shoes 1,Fashion,Footwear,4500.0,22500.0,2250.0,20250.0
3300,997,80,2025-06-24,2,20.0,Net Banking,Delivered,Jeans 10,Fashion,Clothing,2500.0,5000.0,1000.0,4000.0
3301,413,24,2025-08-08,1,10.0,Cash,Cancelled,Smart TV 4,Electronics,Television,45000.0,45000.0,4500.0,40500.0
3302,705,95,2024-08-19,2,10.0,Card,Delivered,Smart Watch 5,Fashion,Watches,6500.0,13000.0,1300.0,11700.0
3303,558,16,2025-09-02,3,20.0,UPI,Delivered,Mobile 6,Electronics,Mobiles,25000.0,75000.0,15000.0,60000.0
3304,109,140,2025-02-06,2,10.0,Card,Delivered,Sofa 10,Furniture,Sofas,28000.0,56000.0,5600.0,50400.0
3305,589,77,2024-06-14,5,10.0,UPI,Delivered,Jeans 7,Fashion,Clothing,2500.0,12500.0,1250.0,11250.0
3306,740,92,2025-07-26,3,20.0,Card,Cancelled,Smart Watch 2,Fashion,Watches,6500.0,19500.0,3900.0,15600.0
3307,260,71,2025-05-09,2,0.0,UPI,Delivered,Jeans 1,Fashion,Clothing,2500.0,5000.0,0.0,5000.0
3308,516,190,2024-11-17,1,20.0,Card,Delivered,Air Cooler 10,Home Appliances,Cooling,11000.0,11000.0,2200.0,8800.0
3309,650,140,2025-07-23,5,15.0,Cash,Delivered,Sofa 10,Furniture,Sofas,28000.0,140000.0,21000.0,119000.0
3310,48,95,2025-09-12,5,5.0,Wallet,Delivered,Smart Watch 5,Fashion,Watches,6500.0,32500.0,1625.0,30875.0
3311,680,47,2024-12-29,5,20.0,Cash,Delivered,Camera 7,Electronics,Cameras,50000.0,250000.0,50000.0,200000.0
3312,676,181,2025-02-13,5,0.0,Wallet,Delivered,Air Cooler 1,Home Appliances,Cooling,11000.0,55000.0,0.0,55000.0
3313,156,21,2025-08-04,5,20.0,Net Banking,Delivered,Smart TV 1,Electronics,Television,45000.0,225000.0,45000.0,180000.0
3314,356,39,2024-06-10,5,5.0,Cash,Delivered,Headphones 9,Electronics,Accessories,3500.0,17500.0,875.0,16625.0
3315,67,176,2024-12-09,1,5.0,Cash,Delivered,Vacuum Cleaner 6,Home Appliances,Cleaning,9000.0,9000.0,450.0,8550.0
3316,265,192,2024-11-30,2,5.0,Wallet,Delivered,Air Fryer 2,Home Appliances,Kitchen,6500.0,13000.0,650.0,12350.0
3317,720,61,2024-10-11,3,10.0,Cash,Delivered,Casual Shirt 1,Fashion,Clothing,1800.0,5400.0,540.0,4860.0
3318,859,118,2024-03-03,4,5.0,UPI,Delivered,Study Table 8,Furniture,Tables,12000.0,48000.0,2400.0,45600.0
3319,864,157,2025-02-25,3,10.0,Wallet,Delivered,Coffee Maker 7,Home Appliances,Kitchen,5500.0,16500.0,1650.0,14850.0
3320,135,16,2025-06-17,4,0.0,Card,Delivered,Mobile 6,Electronics,Mobiles,25000.0,100000.0,0.0,100000.0
3321,254,100,2025-02-17,4,0.0,Card,Delivered,Smart Watch 10,Fashion,Watches,6500.0,26000.0,0.0,26000.0
3322,525,39,2025-11-27,2,10.0,Net Banking,Delivered,Headphones 9,Electronics,Accessories,3500.0,7000.0,700.0,6300.0
3323,350,25,2024-10-06,2,0.0,Cash,Delivered,Smart TV 5,Electronics,Television,45000.0,90000.0,0.0,90000.0
3324,831,121,2025-03-28,5,20.0,Cash,Delivered,Bookshelf 1,Furniture,Storage,9500.0,47500.0,9500.0,38000.0
3325,582,88,2024-12-19,1,0.0,Net Banking,Delivered,Backpack 8,Fashion,Bags,2200.0,2200.0,0.0,2200.0
3326,689,102,2025-07-13,5,20.0,Card,Delivered,Office Chair 2,Furniture,Chairs,8500.0,42500.0,8500.0,34000.0
3327,262,155,2024-09-15,1,10.0,Wallet,Delivered,Coffee Maker 5,Home Appliances,Kitchen,5500.0,5500.0,550.0,4950.0
3328,384,152,2024-08-17,2,10.0,Net Banking,Delivered,Coffee Maker 2,Home Appliances,Kitchen,5500.0,11000.0,1100.0,9900.0
3329,941,43,2025-10-18,1,20.0,UPI,Delivered,Camera 3,Electronics,Cameras,50000.0,50000.0,10000.0,40000.0
3330,633,171,2024-07-23,3,15.0,Net Banking,Delivered,Vacuum Cleaner 1,Home Appliances,Cleaning,9000.0,27000.0,4050.0,22950.0
3331,563,3,2025-09-02,3,10.0,Card,Delivered,Laptop 3,Electronics,Computers,65000.0,195000.0,19500.0,175500.0
3332,900,98,2024-03-25,1,20.0,Cash,Cancelled,Smart Watch 8,Fashion,Watches,6500.0,6500.0,1300.0,5200.0
3333,837,67,2025-10-16,1,10.0,Net Banking,Delivered,Casual Shirt 7,Fashion,Clothing,1800.0,1800.0,180.0,1620.0
3334,772,65,2024-08-28,4,15.0,Wallet,Delivered,Casual Shirt 5,Fashion,Clothing,1800.0,7200.0,1080.0,6120.0
3335,614,38,2025-07-24,2,5.0,Card,Delivered,Headphones 8,Electronics,Accessories,3500.0,7000.0,350.0,6650.0
3336,604,112,2024-02-18,3,0.0,Net Banking,Delivered,Study Table 2,Furniture,Tables,12000.0,36000.0,0.0,36000.0
3337,816,25,2025-11-17,3,15.0,Wallet,Delivered,Smart TV 5,Electronics,Television,45000.0,135000.0,20250.0,114750.0
3338,296,185,2024-05-14,5,5.0,Wallet,Delivered,Air Cooler 5,Home Appliances,Cooling,11000.0,55000.0,2750.0,52250.0
3339,426,122,2024-11-25,4,15.0,UPI,Delivered,Bookshelf 2,Furniture,Storage,9500.0,38000.0,5700.0,32300.0
3340,891,178,2024-06-15,3,5.0,Net Banking,Delivered,Vacuum Cleaner 8,Home Appliances,Cleaning,9000.0,27000.0,1350.0,25650.0
3341,427,197,2024-10-15,3,5.0,Cash,Delivered,Air Fryer 7,Home Appliances,Kitchen,6500.0,19500.0,975.0,18525.0
